id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
5151,OICK,medium_airport,"Khoram Abad Airport",33.43539810180664,48.282901763916016,3782,AS,Iran,IR,"Lorestan Province",IR-15,15,,1,OICK,KHD,,,https://en.wikipedia.org/wiki/Khorramabad_Airport,,750,2008-11-30T19:37:33+00:00
5175,OIKM,medium_airport,"Bam Airport",29.0842,58.450001,3231,AS,Iran,IR,"Kerman Province",IR-08,08,Bam,1,OIKM,BXR,,,https://en.wikipedia.org/wiki/Bam_Airport,,750,2022-03-17T17:01:04+00:00
5184,OIMN,medium_airport,"Bojnord Airport",37.49300003051758,57.30820083618164,3499,AS,Iran,IR,"North Khorasan Province",IR-28,28,Bojnord,1,OIMN,BJB,,,https://en.wikipedia.org/wiki/Bojnourd_Airport,Bojnourd,750,2009-03-25T08:42:16+00:00
5195,OISL,medium_airport,"Lar Airport",27.6747,54.383301,2641,AS,Iran,IR,"Fars Province",IR-07,07,Lar,1,OISL,LRR,,,https://en.wikipedia.org/wiki/Larestan_International_Airport,,750,2021-06-30T11:30:00+00:00
5136,OIAM,medium_airport,"Mahshahr Airport",30.5562,49.151901,8,AS,Iran,IR,"Khuzestan Province",IR-06,06,Mahshahr,1,OIAM,MRX,,,https://en.wikipedia.org/wiki/Mahshahr_Airport,,750,2021-03-08T17:11:13+00:00
5191,OINR,medium_airport,"Ramsar Airport",36.90701,50.687316,-70,AS,Iran,IR,"Mazandaran Province",IR-02,02,Ramsar,1,OINR,RZR,,,https://en.wikipedia.org/wiki/Ramsar_Airport,,750,2022-01-04T04:14:44+00:00
5185,OIMS,medium_airport,"Sabzevar National Airport",36.16809844970703,57.59519958496094,3010,AS,Iran,IR,"Razavi Khorasan Province",IR-09,09,Sabzevar,1,OIMS,AFZ,,,https://en.wikipedia.org/wiki/Sabzevar_Airport,,750,2009-03-25T08:45:32+00:00
5133,OIAH,medium_airport,"Gachsaran Airport",30.333869,50.833796,2414,AS,Iran,IR,"Kohgiluyeh and Boyer-Ahmad Province",IR-17,17,Gachsaran,1,OIAH,GCH,,,https://en.wikipedia.org/wiki/Gachsaran_Airport,,500,2022-12-13T11:46:21+00:00
5155,OIFK,medium_airport,"Kashan Airport",33.895302,51.577,3465,AS,Iran,IR,"Isfahan Province",IR-10,10,Kashan,1,OIFK,KKS,,,https://en.wikipedia.org/wiki/Kashan_Airport,,500,2019-02-16T13:38:06+00:00
5208,OIZC,medium_airport,"Chabahar Konarak International Airport",25.44319,60.382167,13,AS,Iran,IR,"Sistan and Baluchestan Province",IR-11,11,Konarak,1,OIZC,ZBR,ZBR,,https://en.wikipedia.org/wiki/Chabahar_Konarak_Airport,,500,2023-03-09T17:26:04+00:00
5147,OIBS,medium_airport,"Siri Airport",25.908899,54.539398,43,AS,Iran,IR,"Hormozgan Province",IR-22,22,Siri,0,OIBS,SXI,,,https://en.wikipedia.org/wiki/Sirri_Island_Airport,,275,2024-05-17T08:20:39+00:00
